AppointmentID,ClinicID,PetID,ClientID,VeterinarianID,AppointmentDate,AppointmentTime,AppointmentType,BookingChannel,AppointmentStatus,ScheduledMinutes,ActualMinutes,WaitTimeMinutes,PrimaryDiagnosis,NewPatientVisit,FollowUpRecommended,SatisfactionScore
A0013781,CL012,P008599,C005729,EMP0285,2024-12-18,17:15,Follow-up,In Person,Completed,20,14,1,Dermatitis/Allergy,No,Yes,5
A0013782,CL004,P001629,C001085,EMP0088,2025-05-07,08:00,Wellness,Phone,Completed,30,26,30,Mass/Neoplasia,No,No,4
A0013783,CL012,P007504,C005010,EMP0283,2025-01-16,13:30,Dental,Mobile App,Completed,120,122,3,Upper Respiratory Infection,No,Yes,4
A0013784,CL009,P011274,C007496,EMP0209,2025-11-06,11:45,Surgery,Phone,Completed,150,150,12,Trauma,No,Yes,
A0013785,CL007,P011803,C007844,EMP0164,2024-01-25,11:15,Follow-up,In Person,Completed,20,19,14,Dermatitis/Allergy,Yes,No,5
A0013786,CL006,P001460,C000983,EMP0150,2025-12-28,11:45,Surgery,Mobile App,Completed,150,184,8,Routine/Healthy,No,No,4
A0013787,CL010,P005178,C003456,EMP0229,2024-03-23,10:15,Follow-up,Mobile App,Completed,20,22,11,Gastrointestinal Upset,Yes,Yes,5
A0013788,CL001,P008722,C005805,EMP0021,2024-01-30,13:00,Specialty Consult,In Person,Cancelled,60,,,,No,No,
A0013789,CL001,P001261,C000843,EMP0029,2024-08-20,14:45,Dental,Mobile App,Completed,120,74,33,Dermatitis/Allergy,No,No,3
A0013790,CL006,P001344,C000899,EMP0134,2024-10-08,11:30,Wellness,Phone,Completed,30,19,6,Otitis Externa,No,No,
A0013791,CL004,P002930,C001948,EMP0085,2024-09-03,11:45,Dental,In Person,Completed,120,93,5,Dental Disease,No,No,4
A0013792,CL009,P011390,C007577,EMP0208,2025-12-01,12:15,Sick Visit,Online,Completed,30,33,6,Dental Disease,No,No,5
A0013793,CL005,P004976,C003320,EMP0107,2024-05-14,10:30,Sick Visit,Mobile App,Completed,30,29,34,Dental Disease,No,No,
A0013794,CL009,P010712,C007109,EMP0198,2025-02-08,11:30,Sick Visit,Mobile App,Cancelled,30,,,,No,No,
A0013795,CL004,P000739,C000497,EMP0078,2025-09-09,17:00,Wellness,Phone,Completed,30,33,23,Heart Disease,No,Yes,4
A0013796,CL002,P002299,C001534,EMP0031,2024-12-23,14:15,Sick Visit,Online,Completed,30,30,5,Routine/Healthy,No,No,5
A0013797,CL002,P000880,C000602,EMP0041,2025-01-11,17:15,Sick Visit,In Person,Completed,30,23,21,Mass/Neoplasia,No,No,5
A0013798,CL008,P011041,C007341,EMP0191,2025-04-10,15:00,Wellness,Phone,No Show,30,,,,No,No,
A0013799,CL012,P011017,C007323,EMP0277,2024-06-05,08:15,Sick Visit,Phone,Completed,30,31,0,Gastrointestinal Upset,No,No,4
A0013800,CL005,P000243,C000167,EMP0109,2024-12-12,15:30,Dental,In Person,Completed,120,132,10,Routine/Healthy,No,No,1
A0013801,CL005,P007158,C004791,EMP0113,2025-09-05,10:15,Sick Visit,Mobile App,Completed,30,35,18,Otitis Externa,No,No,5
A0013802,CL007,P000930,C000635,EMP0163,2025-06-22,14:30,Specialty Consult,Online,Completed,60,46,5,Lameness/Arthritis,No,No,4
A0013803,CL001,P006144,C004123,EMP0026,2024-09-29,18:45,Vaccination,Phone,Completed,20,18,14,Trauma,No,No,
A0013804,CL009,P011093,C007376,EMP0209,2025-10-02,18:45,Surgery,Online,Completed,150,124,20,Heart Disease,No,Yes,4
A0013805,CL011,P011574,C007692,EMP0254,2025-01-06,08:45,Dental,In Person,No Show,120,,,,No,No,
A0013806,CL001,P009901,C006585,EMP0029,2024-10-11,15:30,Sick Visit,Mobile App,Completed,30,30,8,Dental Disease,No,Yes,3
A0013807,CL006,P001431,C000963,EMP0146,2024-05-27,13:00,Wellness,Phone,Completed,30,31,3,Gastrointestinal Upset,Yes,Yes,5
A0013808,CL008,P003635,C002412,EMP0195,2025-06-02,08:00,Follow-up,Phone,Completed,20,11,25,Routine/Healthy,No,Yes,4
A0013809,CL006,P006457,C004324,EMP0132,2025-12-03,12:00,Follow-up,In Person,Completed,20,16,3,Upper Respiratory Infection,Yes,No,4
A0013810,CL006,P007401,C004942,EMP0135,2024-03-28,12:30,Surgery,In Person,No Show,150,,,,No,No,
A0013811,CL009,P003543,C002352,EMP0208,2025-10-10,17:00,Emergency,In Person,No Show,60,,,,No,No,
A0013812,CL010,P012465,C008280,EMP0235,2025-07-12,14:15,Sick Visit,Online,Completed,30,39,6,Lameness/Arthritis,No,No,5
A0013813,CL007,P007047,C004712,EMP0170,2025-12-06,11:15,Wellness,In Person,No Show,30,,,,No,No,
A0013814,CL004,P004597,C003055,EMP0085,2024-10-23,13:15,Follow-up,Mobile App,Completed,20,25,36,Gastrointestinal Upset,No,No,5
A0013815,CL002,P006792,C004545,EMP0041,2025-12-10,10:45,Dental,In Person,Completed,120,95,38,Upper Respiratory Infection,No,Yes,4
A0013816,CL012,P001391,C000933,EMP0300,2024-12-13,14:45,Sick Visit,Phone,Completed,30,33,14,Trauma,No,No,5
A0013817,CL003,P003870,C002561,EMP0072,2025-12-19,16:15,Dental,Online,Completed,120,102,25,Gastrointestinal Upset,No,No,5
A0013818,CL009,P002723,C001808,EMP0208,2024-09-18,09:15,Wellness,Online,Completed,30,34,12,Lameness/Arthritis,No,No,
A0013819,CL004,P012700,C008438,EMP0080,2025-02-07,18:15,Sick Visit,Online,No Show,30,,,,No,No,
A0013820,CL001,P008439,C005637,EMP0010,2025-10-10,09:15,Sick Visit,Online,Completed,30,25,23,Lameness/Arthritis,No,No,5
A0013821,CL002,P000046,C000030,EMP0032,2024-07-06,10:30,Wellness,Online,Cancelled,30,,,,No,No,
A0013822,CL002,P000126,C000085,EMP0035,2024-12-23,18:15,Wellness,Mobile App,Completed,30,44,10,Trauma,No,Yes,5
A0013823,CL010,P002263,C001513,EMP0235,2024-06-03,11:30,Wellness,Online,Completed,30,31,0,Diabetes,No,No,5
A0013824,CL006,P000686,C000465,EMP0150,2024-08-07,16:30,Vaccination,Phone,Completed,20,24,25,Lameness/Arthritis,No,No,3
A0013825,CL006,P005340,C003572,EMP0149,2024-08-17,13:15,Vaccination,Phone,Completed,20,18,16,Urinary Tract Disease,No,No,5
A0013826,CL005,P010492,C006964,EMP0115,2024-09-05,11:00,Wellness,Phone,Completed,30,17,12,Lameness/Arthritis,No,No,5
A0013827,CL001,P005023,C003356,EMP0026,2025-06-18,14:45,Wellness,Online,Completed,30,44,8,Otitis Externa,No,No,4
A0013828,CL001,P009308,C006188,EMP0016,2024-11-13,11:15,Wellness,Phone,Completed,30,46,5,Diabetes,No,No,4
A0013829,CL005,P002300,C001535,EMP0130,2025-04-21,09:30,Sick Visit,In Person,Completed,30,20,13,Lameness/Arthritis,No,Yes,5
A0013830,CL009,P006228,C004181,EMP0218,2024-06-27,15:45,Follow-up,In Person,Completed,20,19,15,Dermatitis/Allergy,No,No,5
A0013831,CL012,P003944,C002611,EMP0293,2025-06-10,10:00,Vaccination,Mobile App,Completed,20,11,16,Gastrointestinal Upset,No,Yes,5
A0013832,CL011,P010052,C006686,EMP0256,2025-08-08,17:00,Sick Visit,Mobile App,Completed,30,18,8,Routine/Healthy,No,No,5
A0013833,CL012,P007502,C005009,EMP0286,2025-04-17,14:00,Dental,Online,Completed,120,88,25,Urinary Tract Disease,Yes,Yes,4
A0013834,CL010,P007097,C004748,EMP0238,2024-07-26,17:45,Follow-up,Mobile App,No Show,20,,,,No,No,
A0013835,CL007,P008539,C005695,EMP0170,2025-11-04,10:45,Specialty Consult,Online,Completed,60,64,35,Gastrointestinal Upset,Yes,No,3
A0013836,CL007,P011915,C007918,EMP0162,2025-08-26,11:30,Vaccination,Phone,Completed,20,20,9,Kidney Disease,No,No,1
A0013837,CL004,P004885,C003254,EMP0084,2024-06-06,10:15,Emergency,Mobile App,Completed,60,53,3,Other,No,No,5
A0013838,CL001,P004649,C003095,EMP0014,2024-09-27,12:15,Wellness,Mobile App,Completed,30,35,11,Urinary Tract Disease,No,No,4
A0013839,CL007,P001934,C001289,EMP0157,2025-02-11,13:45,Wellness,In Person,Completed,30,30,20,Routine/Healthy,Yes,Yes,5
A0013840,CL005,P001792,C001189,EMP0109,2025-09-09,11:00,Vaccination,Phone,Completed,20,16,0,Gastrointestinal Upset,No,No,3
A0013841,CL010,P012425,C008253,EMP0236,2025-12-19,09:15,Sick Visit,Phone,No Show,30,,,,No,No,
A0013842,CL012,P002497,C001659,EMP0285,2024-11-11,16:00,Surgery,Mobile App,Completed,150,219,5,Mass/Neoplasia,No,No,
A0013843,CL011,P008558,C005707,EMP0266,2024-03-02,09:30,Wellness,Mobile App,Completed,30,44,10,Trauma,Yes,No,5
A0013844,CL009,P000344,C000236,EMP0198,2024-02-08,08:45,Dental,Online,Completed,120,89,20,Lameness/Arthritis,No,No,5
A0013845,CL012,P008182,C005456,EMP0289,2024-05-24,17:00,Wellness,In Person,Completed,30,28,28,Mass/Neoplasia,Yes,No,5
A0013846,CL010,P009033,C006005,EMP0235,2025-12-31,16:15,Emergency,Online,No Show,60,,,,No,No,
A0013847,CL009,P001281,C000855,EMP0218,2024-09-26,09:30,Specialty Consult,Online,No Show,60,,,,No,No,
A0013848,CL007,P001196,C000801,EMP0165,2024-10-14,11:15,Wellness,Online,Cancelled,30,,,,No,No,
A0013849,CL002,P009292,C006177,EMP0034,2024-08-01,17:15,Surgery,Online,Completed,150,98,13,Dental Disease,No,No,5
A0013850,CL008,P007624,C005079,EMP0193,2025-01-11,14:45,Wellness,In Person,Completed,30,30,4,Mass/Neoplasia,No,No,5
A0013851,CL008,P000918,C000628,EMP0194,2024-07-27,13:30,Wellness,Mobile App,Cancelled,30,,,,No,No,
A0013852,CL007,P010695,C007097,EMP0162,2025-11-18,08:30,Follow-up,Mobile App,Completed,20,19,17,Other,No,No,3
A0013853,CL011,P007679,C005114,EMP0257,2025-10-16,12:30,Vaccination,Online,Completed,20,23,13,Gastrointestinal Upset,No,No,
A0013854,CL001,P006740,C004507,EMP0029,2025-07-19,14:00,Follow-up,In Person,Completed,20,18,12,Dental Disease,No,No,4
A0013855,CL004,P004739,C003158,EMP0097,2025-11-15,13:30,Sick Visit,Online,Completed,30,18,20,Mass/Neoplasia,No,No,4
A0013856,CL004,P012579,C008356,EMP0097,2024-12-09,09:45,Wellness,Mobile App,No Show,30,,,,No,No,
A0013857,CL009,P002917,C001940,EMP0209,2025-04-10,08:00,Wellness,Phone,Completed,30,43,7,Routine/Healthy,No,No,5
A0013858,CL002,P001318,C000878,EMP0035,2025-08-25,11:30,Follow-up,Online,Completed,20,19,1,Gastrointestinal Upset,No,No,1
A0013859,CL006,P004742,C003160,EMP0133,2024-08-01,14:15,Wellness,Mobile App,No Show,30,,,,No,No,
A0013860,CL002,P003315,C002198,EMP0041,2024-01-24,10:15,Vaccination,In Person,Completed,20,19,17,Trauma,No,Yes,5
A0013861,CL003,P000742,C000499,EMP0060,2024-03-27,10:00,Emergency,In Person,No Show,60,,,,No,No,
A0013862,CL006,P007725,C005143,EMP0134,2025-03-11,10:00,Dental,In Person,Completed,120,127,19,Routine/Healthy,No,No,5
A0013863,CL007,P012273,C008152,EMP0160,2024-04-26,12:15,Wellness,Online,No Show,30,,,,No,No,
A0013864,CL011,P007012,C004692,EMP0257,2025-03-03,10:15,Wellness,Online,Completed,30,26,5,Routine/Healthy,Yes,No,5
A0013865,CL003,P001637,C001092,EMP0068,2024-08-16,12:30,Emergency,Online,Completed,60,83,34,Dental Disease,No,No,4
A0013866,CL004,P011511,C007650,EMP0082,2024-11-25,14:00,Emergency,In Person,Completed,60,31,27,Urinary Tract Disease,No,No,4
A0013867,CL010,P007777,C005178,EMP0223,2024-11-01,13:30,Sick Visit,Online,Completed,30,26,7,Routine/Healthy,Yes,No,
A0013868,CL007,P000840,C000575,EMP0170,2024-04-19,16:30,Vaccination,Mobile App,No Show,20,,,,No,No,
A0013869,CL005,P010889,C007228,EMP0122,2024-01-10,13:45,Wellness,Online,Completed,30,29,1,Routine/Healthy,No,No,4
A0013870,CL006,P000206,C000138,EMP0134,2025-07-16,13:15,Emergency,Phone,Completed,60,71,48,Urinary Tract Disease,Yes,No,4
A0013871,CL001,P004883,C003253,EMP0007,2025-02-11,16:15,Vaccination,Mobile App,Completed,20,17,8,Routine/Healthy,No,No,5
A0013872,CL002,P004590,C003049,EMP0045,2024-01-31,13:30,Sick Visit,In Person,No Show,30,,,,No,No,
A0013873,CL003,P008406,C005615,EMP0062,2024-07-10,16:30,Vaccination,In Person,Completed,20,18,11,Otitis Externa,No,No,5
A0013874,CL003,P003836,C002536,EMP0065,2024-11-16,12:30,Emergency,Phone,Completed,60,47,34,Dermatitis/Allergy,No,Yes,4
A0013875,CL006,P010104,C006721,EMP0131,2025-12-30,10:15,Sick Visit,In Person,Completed,30,39,4,Routine/Healthy,No,Yes,5
A0013876,CL012,P001934,C001289,EMP0283,2025-01-09,10:00,Sick Visit,Mobile App,Completed,30,19,26,Trauma,No,No,3
A0013877,CL008,P008107,C005407,EMP0186,2025-08-01,14:15,Emergency,Mobile App,Completed,60,70,27,Heart Disease,No,No,5
A0013878,CL001,P001163,C000780,EMP0014,2024-01-24,16:30,Specialty Consult,Mobile App,No Show,60,,,,Yes,No,
A0013879,CL006,P003520,C002336,EMP0140,2024-12-18,11:15,Sick Visit,Mobile App,Cancelled,30,,,,No,No,
A0013880,CL005,P001976,C001320,EMP0115,2024-10-07,09:00,Surgery,Phone,Completed,150,141,10,Other,Yes,No,4
A0013881,CL005,P005019,C003354,EMP0115,2024-11-28,17:45,Vaccination,Phone,Completed,20,29,19,Gastrointestinal Upset,No,Yes,5
A0013882,CL009,P006955,C004655,EMP0208,2025-06-02,09:30,Follow-up,Online,Completed,20,18,8,Upper Respiratory Infection,No,No,1
A0013883,CL001,P007470,C004987,EMP0029,2024-06-14,11:00,Vaccination,Mobile App,Completed,20,18,20,Routine/Healthy,No,No,
A0013884,CL007,P009161,C006090,EMP0170,2025-03-08,09:15,Sick Visit,In Person,Cancelled,30,,,,Yes,No,
A0013885,CL005,P009678,C006433,EMP0117,2025-06-16,15:00,Dental,Online,Completed,120,114,1,Dental Disease,No,No,4
A0013886,CL007,P005920,C003972,EMP0164,2025-12-25,12:15,Wellness,In Person,Completed,30,18,17,Lameness/Arthritis,No,No,4
A0013887,CL005,P005926,C003976,EMP0122,2025-07-23,09:00,Wellness,Phone,Completed,30,28,0,Otitis Externa,No,No,
A0013888,CL001,P010683,C007089,EMP0010,2024-06-14,08:00,Sick Visit,In Person,Completed,30,37,11,Otitis Externa,No,No,
A0013889,CL004,P005307,C003547,EMP0104,2024-03-06,14:45,Specialty Consult,Mobile App,Completed,60,69,9,Dental Disease,No,No,5
A0013890,CL006,P011287,C007506,EMP0150,2025-04-26,11:30,Surgery,Mobile App,Cancelled,150,,,,No,No,
A0013891,CL010,P006077,C004077,EMP0238,2025-12-05,08:15,Surgery,Online,Completed,150,55,0,Dermatitis/Allergy,No,Yes,4
A0013892,CL011,P004260,C002834,EMP0247,2025-04-04,14:00,Dental,Online,No Show,120,,,,Yes,No,
A0013893,CL007,P000140,C000096,EMP0160,2024-02-20,08:45,Specialty Consult,Phone,Cancelled,60,,,,No,No,
A0013894,CL004,P002183,C001457,EMP0078,2025-05-22,17:30,Follow-up,Phone,Cancelled,20,,,,No,No,
A0013895,CL007,P007462,C004981,EMP0162,2025-01-16,10:00,Sick Visit,Online,Cancelled,30,,,,No,No,
A0013896,CL003,P002245,C001502,EMP0054,2025-10-29,17:45,Wellness,Phone,Completed,30,24,15,Routine/Healthy,No,No,4
A0013897,CL012,P011689,C007768,EMP0286,2025-02-07,15:30,Vaccination,Phone,Cancelled,20,,,,Yes,No,
A0013898,CL003,P008399,C005609,EMP0073,2024-10-16,12:00,Vaccination,Phone,Cancelled,20,,,,No,No,
A0013899,CL007,P012221,C008114,EMP0157,2025-03-15,14:45,Wellness,Mobile App,Completed,30,34,14,Upper Respiratory Infection,No,No,
A0013900,CL002,P004930,C003288,EMP0032,2024-03-09,11:15,Dental,In Person,Cancelled,120,,,,No,No,
A0013901,CL001,P004283,C002852,EMP0029,2024-09-23,17:30,Emergency,Online,Completed,60,62,30,Kidney Disease,No,Yes,1
A0013902,CL011,P006713,C004490,EMP0256,2024-03-13,09:00,Sick Visit,Online,Completed,30,35,21,Lameness/Arthritis,No,No,5
A0013903,CL006,P012786,C008497,EMP0133,2024-10-03,17:30,Follow-up,Mobile App,Cancelled,20,,,,No,No,
A0013904,CL010,P012001,C007974,EMP0226,2024-08-08,16:45,Emergency,Mobile App,Completed,60,54,35,Routine/Healthy,No,No,5
A0013905,CL004,P009700,C006452,EMP0084,2025-10-21,18:45,Wellness,In Person,Completed,30,47,28,Trauma,No,Yes,5
A0013906,CL011,P011348,C007549,EMP0263,2024-02-27,12:15,Sick Visit,In Person,Completed,30,43,4,Upper Respiratory Infection,No,No,5
A0013907,CL001,P006921,C004634,EMP0029,2024-06-10,15:15,Wellness,In Person,Completed,30,29,14,Gastrointestinal Upset,No,No,4
A0013908,CL012,P006606,C004423,EMP0300,2025-06-29,15:45,Surgery,Phone,No Show,150,,,,No,No,
A0013909,CL003,P010589,C007027,EMP0060,2025-06-16,17:30,Surgery,Phone,Completed,150,139,13,Lameness/Arthritis,No,No,
A0013910,CL010,P011977,C007958,EMP0238,2024-07-01,12:15,Wellness,Mobile App,Completed,30,23,10,Lameness/Arthritis,No,No,5
A0013911,CL004,P003772,C002493,EMP0078,2024-11-06,16:15,Emergency,In Person,No Show,60,,,,No,No,
A0013912,CL009,P003041,C002021,EMP0205,2024-02-28,14:30,Sick Visit,Mobile App,Completed,30,34,18,Trauma,No,No,3
A0013913,CL007,P009140,C006076,EMP0157,2024-12-20,10:15,Wellness,Mobile App,Completed,30,35,13,Gastrointestinal Upset,Yes,No,
A0013914,CL009,P004232,C002813,EMP0207,2024-01-17,09:00,Sick Visit,Online,Completed,30,30,23,Gastrointestinal Upset,No,No,
A0013915,CL004,P007465,C004983,EMP0099,2024-05-06,12:30,Sick Visit,Online,Cancelled,30,,,,No,No,
A0013916,CL010,P012743,C008466,EMP0230,2025-08-04,11:30,Emergency,Online,Completed,60,43,47,Lameness/Arthritis,No,Yes,5
A0013917,CL005,P003447,C002286,EMP0126,2025-07-12,15:00,Sick Visit,In Person,Completed,30,22,4,Lameness/Arthritis,No,No,5
A0013918,CL005,P011675,C007760,EMP0122,2025-06-09,09:45,Emergency,Mobile App,Completed,60,64,21,Mass/Neoplasia,No,No,3
A0013919,CL011,P010601,C007036,EMP0263,2024-03-16,11:00,Follow-up,In Person,Completed,20,16,19,Upper Respiratory Infection,No,No,5
A0013920,CL001,P011632,C007730,EMP0029,2024-10-07,14:15,Vaccination,Online,Cancelled,20,,,,No,No,
A0013921,CL008,P009491,C006312,EMP0190,2025-02-05,16:45,Emergency,In Person,Completed,60,84,20,Dental Disease,No,Yes,4
A0013922,CL011,P007866,C005241,EMP0262,2025-11-07,17:15,Wellness,Phone,Completed,30,34,7,Dental Disease,No,No,4
A0013923,CL007,P001797,C001193,EMP0160,2024-06-08,10:00,Specialty Consult,In Person,Completed,60,71,0,Routine/Healthy,No,Yes,
A0013924,CL007,P002228,C001492,EMP0162,2025-08-29,13:45,Sick Visit,Mobile App,Completed,30,23,7,Upper Respiratory Infection,No,No,5
A0013925,CL012,P002307,C001540,EMP0293,2024-11-14,16:30,Vaccination,Mobile App,Completed,20,21,9,Trauma,No,Yes,4
A0013926,CL002,P008520,C005685,EMP0033,2024-08-14,16:30,Wellness,Online,Completed,30,24,11,Routine/Healthy,No,No,5
A0013927,CL012,P012259,C008141,EMP0289,2025-06-30,14:45,Vaccination,Online,Completed,20,22,8,Dental Disease,No,No,4
A0013928,CL006,P012267,C008147,EMP0150,2025-10-22,15:15,Sick Visit,Online,No Show,30,,,,No,No,
A0013929,CL001,P011434,C007603,EMP0007,2025-03-04,12:15,Specialty Consult,In Person,Completed,60,45,29,Routine/Healthy,No,No,
A0013930,CL010,P012178,C008086,EMP0223,2024-08-03,13:15,Sick Visit,Online,No Show,30,,,,No,No,
A0013931,CL008,P002176,C001451,EMP0193,2025-02-17,12:30,Sick Visit,Mobile App,No Show,30,,,,No,No,
A0013932,CL006,P000575,C000395,EMP0135,2024-08-23,14:45,Follow-up,In Person,No Show,20,,,,No,No,
A0013933,CL012,P010763,C007143,EMP0289,2024-07-08,12:30,Surgery,Phone,Completed,150,153,9,Routine/Healthy,No,No,4
A0013934,CL005,P002170,C001447,EMP0111,2024-02-24,16:15,Sick Visit,Mobile App,Completed,30,27,20,Urinary Tract Disease,No,Yes,5
A0013935,CL010,P005794,C003885,EMP0236,2025-02-22,14:30,Vaccination,In Person,Completed,20,18,0,Gastrointestinal Upset,No,No,4
A0013936,CL001,P007244,C004845,EMP0008,2024-01-19,16:30,Wellness,Phone,Completed,30,27,15,Routine/Healthy,No,No,5
A0013937,CL003,P010978,C007294,EMP0072,2024-11-12,15:00,Wellness,Online,Completed,30,22,7,Kidney Disease,No,No,4
A0013938,CL003,P008791,C005847,EMP0065,2025-01-01,18:45,Sick Visit,Phone,Completed,30,26,30,Trauma,No,No,4
A0013939,CL009,P007263,C004857,EMP0214,2024-01-06,16:45,Sick Visit,In Person,Completed,30,23,11,Dental Disease,No,No,5
A0013940,CL010,P004937,C003291,EMP0223,2025-12-15,10:45,Dental,Mobile App,Completed,120,127,23,Dermatitis/Allergy,No,No,
A0013941,CL007,P012104,C008038,EMP0162,2024-06-04,11:00,Vaccination,Phone,Completed,20,16,11,Gastrointestinal Upset,No,No,
A0013942,CL012,P007927,C005284,EMP0283,2024-01-02,18:15,Vaccination,Mobile App,Completed,20,20,0,Dermatitis/Allergy,No,No,5
A0013943,CL001,P006641,C004447,EMP0019,2025-03-20,15:45,Surgery,Mobile App,No Show,150,,,,Yes,No,
A0013944,CL009,P009685,C006439,EMP0210,2025-01-31,13:45,Wellness,In Person,Cancelled,30,,,,No,No,
A0013945,CL012,P010175,C006768,EMP0300,2024-04-22,11:15,Follow-up,Online,Completed,20,14,6,Dermatitis/Allergy,No,No,5
A0013946,CL005,P000951,C000649,EMP0113,2024-11-08,15:45,Sick Visit,Online,Completed,30,40,30,Upper Respiratory Infection,No,Yes,4
A0013947,CL009,P006732,C004503,EMP0210,2025-03-11,12:30,Wellness,Phone,Completed,30,11,18,Dental Disease,No,No,4
A0013948,CL008,P006822,C004566,EMP0193,2024-11-26,12:00,Sick Visit,Mobile App,Completed,30,39,26,Gastrointestinal Upset,Yes,Yes,5
A0013949,CL011,P005016,C003352,EMP0250,2024-11-30,13:00,Wellness,Online,Completed,30,14,13,Gastrointestinal Upset,No,Yes,5
A0013950,CL003,P011383,C007572,EMP0065,2025-04-28,17:00,Surgery,Phone,No Show,150,,,,No,No,
A0013951,CL001,P007981,C005321,EMP0026,2025-01-09,08:00,Specialty Consult,Online,Cancelled,60,,,,No,No,
A0013952,CL003,P002128,C001421,EMP0062,2024-06-28,14:45,Wellness,Online,Completed,30,29,8,Otitis Externa,No,No,5
A0013953,CL012,P008336,C005564,EMP0277,2025-07-22,09:15,Dental,Phone,Completed,120,115,19,Routine/Healthy,No,No,3
A0013954,CL007,P007781,C005181,EMP0164,2025-10-31,09:45,Surgery,Mobile App,Completed,150,129,11,Upper Respiratory Infection,No,No,4
A0013955,CL006,P010646,C007065,EMP0149,2024-08-15,15:45,Wellness,Online,Cancelled,30,,,,No,No,
A0013956,CL008,P001963,C001313,EMP0175,2024-08-06,08:30,Follow-up,Mobile App,Completed,20,20,0,Diabetes,No,No,5
A0013957,CL004,P005557,C003730,EMP0097,2025-10-16,16:45,Sick Visit,Phone,Completed,30,18,17,Routine/Healthy,No,No,5
A0013958,CL012,P000215,C000144,EMP0285,2024-08-07,10:30,Wellness,Phone,Completed,30,31,9,Kidney Disease,No,Yes,5
A0013959,CL010,P008010,C005343,EMP0238,2024-11-15,09:15,Wellness,Mobile App,Cancelled,30,,,,No,No,
A0013960,CL004,P004732,C003151,EMP0080,2025-11-28,18:15,Sick Visit,Phone,Completed,30,25,17,Dermatitis/Allergy,No,No,5
A0013961,CL010,P006832,C004572,EMP0223,2025-12-09,10:00,Sick Visit,Mobile App,Completed,30,25,10,Dermatitis/Allergy,No,No,
A0013962,CL007,P007264,C004858,EMP0170,2025-06-10,16:00,Follow-up,Online,Completed,20,17,27,Dermatitis/Allergy,No,No,5
A0013963,CL003,P004677,C003114,EMP0062,2025-05-30,16:30,Follow-up,In Person,No Show,20,,,,No,No,
A0013964,CL012,P010453,C006942,EMP0298,2025-12-05,16:30,Specialty Consult,Online,Cancelled,60,,,,No,No,
A0013965,CL005,P006568,C004397,EMP0118,2024-08-29,11:15,Sick Visit,Mobile App,Completed,30,28,8,Trauma,No,No,4
A0013966,CL003,P004271,C002843,EMP0075,2024-11-11,13:30,Wellness,Mobile App,Completed,30,22,16,Otitis Externa,No,No,4
A0013967,CL006,P006608,C004425,EMP0144,2024-05-04,10:00,Follow-up,In Person,Completed,20,19,13,Otitis Externa,No,No,
A0013968,CL009,P007091,C004743,EMP0201,2024-08-15,15:00,Emergency,Online,Completed,60,69,35,Gastrointestinal Upset,No,Yes,4
